POU1HjdXziM,Gurdeep Parhar
oXSyMUeAEec,Christina Chalmers
wAIP6fI0NAI,Jon Ronson
7jWMYjw5vjY,Tyler Hale
dsmgvrcH94U,Halla Tomasdottir
31ojbLK0vU4,Nishat Ahmed
Jz064FJMmKw,Holly Painter
CqasLvlSWGU,Jennifer Fettweis
1TYPldG99dk,Christopher Howe
VktGgoVvgXo,Caroline Moody
In6iAXTnqEo,Simon Waslander
NI0yARyFoIM,Charlie Hobman
7LPJrzZaoZg,Andrew Pelling
Oe1cDSPfbh8,Marc Zornes
c4oW6PcOUtc,è‘‰ä¹ƒè£³ Nai-Chang Yeh
D3ZC9xuuqVM,Scott Herrington
ZJNESMhIxQ0,Anne Milgram
dk60sYrU2RU,Sugata Mitra
f5qSfMluftA,Handsomer Jaws
4fyvDMFriRI,Spencer O.
hscdmpKGqrQ,Cindy Wigglesworth
oOE0kKteWkg,Logan Collins
qmnVdzzAuQk,Ryan Hutmacher
Cuv5NtYJcv8,Cameron Baker
itnoDEL5QjQ,Jamie Derrick
pk35J2u8KqY,Tricia Wang
fTznEIZRkLg,Hans Rosling
WiNI6INAytE,Karen Temple-Beamish
HQzXqjT0w3k,Miguel Nicolelis
6diqpGKOvic,Kang Lee
jzfV2xVsUKc,Frances Larson
4N5N0pQUFbI,Patrick Chappatte
rSxVSM0KPo0,Tania Simoncelli
M9pPgIraoOM,Jack Fischer
UkLWzSxAQJU,Puey Ounjai
1oNlTrLIjU4,Nina DÃ¸lvik Brochmann & Ellen StÃ¸kken Dahl
izddjApSN4I,David Bismark
bkeBjPS9ZR4,Heribert Watzke
Nvw0reB1gpI,Adrian Midwood
2PNumSv80R4,Dyan deNapoli
rKtmsVa4Kvk,Ruud Kleinpaste
Z9dt5qlgO24,Bill Watson
vCCdmGKtxPA,David Sinclair
p0SwjVS9iSc,Robyn Rose Valentine
dvYYYlgVAao,Aaron O'Connell
BwC4WRKi5QY,Megan Miller
NEC7TiHoxvI,Agalma Foundation
796LfXwzIUk,Joseph Nye
FwFqvOFefqg,Patrice Banks
a7t61U6BBcs,Ben Kacyra
RdPHxiTAN2M,Marco Tempest
xHQbg4xH9lw,Bert HerringMD
1rTEOU67zCo,Philip Pettit
K6YCcsDQX4w,Heather Watts
CBJMFvcR8PQ,Lori Cheek
ddxHlkIuHqg,Sue Desmond-Hellmann
QLBtr2rOFkI,Megan Davis
S8201wl4jjw,Mike deGruy
RxmzCJug9HE,Bijan Khazai
jHLm5Lne3D0,Vishen Lakhiani
4SY6Te9Y1ME,Felicia Sobhani
lfBpsV1Hwqs,Jane McGonigal
4VC0E1k77yI,Sherman Jackson
qQSPUXPVlos,Jaron Lanier
XYEChpVS04s,Misty Copeland
AJYRJ92g4GI,Indre Viskontas
wJxSRo564Dc,Yann Arthus-Bertrand
Rv9SwZWVkOs,Hunter Kent
dsOSb0SrS5Y,Christian Felber
quJdL9ggETI,Margaret Gould Stewart
YglyHzvBqpA,Lucy Siegle
5mug2UKGwp4,Max Suckling
ygKNRnz7q5o,Dr. David A. Sousa
i0a61wFaF8A,Richard Greene
ZJodZcGfTVE,Jamila Raqib
QBDShp6U7tU,Marco Annunziata
rOVkASt39Uc,Gabriella Levine
cWYcXhMhJF4,Rachel Kyte
Nhwq12TKkQQ,Rachel Liddell
NMfXycr7SOU,Roger Cox
0Y8SIzP01lw,Nicolas Perony
dhDBxxOKGlg,Michael Dixon
YuEm03Ko0J8,Tamler Sommers
mGInCowjJ48,Erica Rijnsburger
v3SZTqj2Skw,Chris Bliss
Nx8RRIiP53Q,Colin Stokes
RAR4cz9wkUk,Khalida Brohi
x4m6j7rSyzY,Jacqueline Novogratz
5Knz100ldLM,Dave Meslin
8XQ1onjXJK0,Kevin Rudd
gjfYohXoiz0,John Pendry
55yGmKc6WfE,Deborah Willis & Hank Willis Thomas
ZR4LdnFGzPk,Johanna Blakley
Itmu78W9cOI,Cheryl Strayed
yNhu0MGS2MA,Margrethe Vestager
hJnEQCMA5Sg,Genevieve von Petzinger
Zd71719SG8Y,Neil Burgess
sY0PfSpfqCI,Julie Burstein
93fJ33L9OKw,Rachel Maxwell
rJ33ixP9QG0,Jinha Lee
6wk4dkYSrV0,Janaki Kumar
30kPKxGuHLA,Paul Romer
ayOmOaXC0Z0,Jacob Cramer
9jk2NZpSLWo,Montserrat Fuentes
YhvfOlPYifY,Britta Riley
vcSn852sv3E,Juno Mac
3E46oWB4V0s,Raj Persaud
xMS9HlSSLSA,Ian Monroe
P65XdTlk4vA,Jonathan Zittrain
uaB6Bdgp3WU,Birke Baehr
1S9RVl1dSl4,Adam de la Zerda
H0SyKBitO8M,Tom Wujec
az5vU9CT4CY,Grey Tan
4XESlSz0TLM,Daniels PavÄ¼uts
eSBZigXlphY,Julia Bacha
LSdPxGLesE4,Nicholas Christakis
nC06omDS0kA,Butch Dalisay
DwYQHj7Hmik,Patrick M. Krueger
48oiapTn3K0,Amos Winter & Tish Scolnik
RmXiItk49Gw,Maz Jobrani
sYySLEdYr8A,Ilona SzabÃ³ de Carvalho
qWNae7vYK6s,Gretchen Carlson
t9EuJ9QlikY,Sam Van Aken
FM5SDGprLpc,Maysoon Zayid
x4ESCiSBgdY,Gary Gonzales
Let7s6SPgEU,Todd Coleman
DdrcJLKyHtU,Enkhee Sainbuyan & Stepanka Pechackova
xo4KYUOMmZo,Ries Robinson
2lJvr5UL2pQ,Laurie Garrett
CHh6hWo1AFE,Eric Charles
mKkF6mAlX4k,Tzipi Strauss
QekbuidfQKo,Nick Cummings
HTf7Ziklcms,Carlos Drews
F4Zu5ZZAG7I,Malavika Varadan
D2IQkKE7h9I,Klaus Stadlmann
ErexJkoDhGI,Michael Archer
SwMTKRixZIE,Carol Fishman Cohen
KVhWqwnZ1eM,Hans Rosling
QjpNV6QjG1c,John Spannuth
OSz2v42F0E0,Christopher Bell
tFGCB51xb6U,Charlie Bennett
24Tzq9sdTas,Yukiko Nakayama
k9fmJ5xQSmc,Jamila Lyiscott
wUKAVcj9NVA,Ivan Coyote
tAcQfn96yFk,Bronnie Ware
6H6wKMYSiEU,Myliek Teele
PYHd7rpOTe8,Robert Gordon
iueVZJVEmEs,Rory Sutherland
pMUv6UWkuWw,Erin McKean
VJRBx0JjMSM,Juno Mac
2NENlXsW4pM,Eric Whitacre
OOhgwjEnfAA,Gemma Sharp
HSDr2Jap44w,Hugo Driver
HBSQR6xovSw,Laura Penn
jNsgQiTS45s,Mariska Wessel
20DZsCdCuOg,Fred Hayes
FzAyOddR5u4,Mona Patel
odIXWv1m2a8,Tanya Streeter
4YS3gGpnPe8,Shirin Neshat
uVAaZVz9pDs,Mark Roth
0C5UQbWzwg8,Patrick Vermeren
yP2niXStKVQ,Jiami Jongejan
vzi4AopBEBg,Siddhartha Roy
7shXEFuxHAA,Stefon Harris
psN1DORYYV0,BrenÃ© Brown
folTvNDL08A,David Deutsch
6JxRxBqQLKA,Ken Taylor
apZ2pCGi8RA,Stacey Ferreira
ASOvJjAw2Jo,Trevor Timm
qKlzdSH2X9w,Jane Evans
ynSrWmoq7Is,Gahmya Jenell
iU1bhHeCkoU,Christiane Amanpour
xDH0BfsPVS8,Megan Washington
H1fvr9rGgSg,Adam Foss
vwhSTukb07U,Cholpon Emil
LgBjU8ovWh0,Princess Irene
hYR23GDjyvo,Kenji Williams
ao6WnXo8Fbo,Rob Mitchell
SoJnEQ6bJKE,Mark Perez
OISOhvOumT0,Jennifer Kahn
5sS3Yjh9Lw4,Poetic Rhythms of Life
fTsFVO6OhO8,Nizar Ibrahim
nw52e0dfCaA,Colin Robertson
tF1oSdNwE8c,Andrew Walsh
fDV4fDWUo6U,Ronald Hickland
S2uSeHHzRto,Cathy O'Neil
QbxinUJcLGg,Robert Hoge
dcySuzHPCWM,Daniel Robaczewski
8rZzHkpyPkc,George Monbiot
iQsnObyii4Q,Ole Scheeren
DJMhz7JlPvA,Tom Gruber
9y7YEmyzSDo,Amel Karboul
5c6AADI7Pb4,Bryan Seely
Se8kcnUSuZw,David Byrne
sDfhSIKFGz0,Aavron Estep
nx3GuO41Jyg,Cameron Herold
7FecGsXFgcQ,Jez Rose
BQOz6OVz1zc,James Beacham
Br1AIvMrvAE,David Puttnam
gZga0AmCGdE,Gabe Zichermann
EBebWBjpWIQ,Ryan Weed
Aetg4kJie0o,Chris McCurdy
xpS7LMLkS5Y,Andrew Blake
yTR4sADS4qM,Chade-Meng Tan
o9NUy12lgs4,Georgia Canning
7SfQLQ7eyA8,Amalie Wright
jFd96USLjbM,Tiana Barkley
dLmK4gZ0oz8,Edgar Grospiron
gw2Mn3Bh1t8,Adam Nicholas Phillips
Cd0JH1AreDw,Eric Liu
Gp5CqfHS5h0,Jessica Holmes
u8bsCiq6hvM,Richard Resnick
B9kg1UdzDvw,Mavis Tsai
jSGzkjHtFiA,Xavier De Kestelier
s3IPatkuByA,Bertha Chan
ISjk9ni4XWk,Dan Buettner
AGivotqSrd0,Dr. Jay Irwin
cMhPOiuDzBc,Ann Ranson
ym6OYelD5fA,Ryder Carroll
dciTrZxqbHE,Wren LaFeet
eZWzNfOpbCQ,Dr. Joanne Kong
ZliT1BiEVvo,Elmlid Malin
EvEj5zAJriw,Mark Dabrowski
rQSSSLRpsVs,Kinja Dixon
ZdvUktSa1I4,Gabrielle Di Bernardo
9uOMectkCCs,Tony Fadell
HSpqhMO3ZSY,Alessandro Acquisti
3YcZ3Zqk0a8,Tim Berners-Lee
P9B8PmUR64U,Tom Hulme
umgWcQ5uNu0,William Winram
aiDSQyFdd68,Paul Pholeros
qZYNWW4M7yM,Kevin Brousard
2UStOghblfE,Nicholas Christakis
RPicL1AWrs8,Paul Bloom
uBsiYBrFtbY,Matthew  Lannon
4FBFvWc7zf0,Joanna Ebenstein
0ueGFLVFi80,Will Pomerantz
ySrroSgNk4o,Ariosto Manrique & Mark Lovett
pQcFJSo3jpw,ASTHA KAPOOR
hupHAPF1fHY,Ed Boyden
km4GiwSIFCo,Fionn Dobbin
q2gO4DKVpa8,Nick Hanauer
ScvI1jKxlTM,Seth Shostak
2Brajdazp1o,Molly Winter
3zqZPujAPuc,Fredy Peccerelli
T4SvurUIYI8,George Matejka
TdtoAQFStBk,David Camarillo
6YKYo00mFAg,Maki Sugimoto
cHRZ6OrSvvI,Navi Radjou
mQOOgDqUta0,David Smith
iSRWMLMBkqk,Travis Tennessen
Oa82WNk0mis,Rachel Sussman
AP8i435ztwE,Pierre-Yves Oudeyer
x3AwnkR92EA,Kaouthar Darmoni
C8QCStOtqus,Chiqeeta Jameson
lwL4hjhkid4,Caroline McGraw
kCOV51S7Xqg,Pattie Maes
UGtFXtnWME4,Rob Orchard
NiKtZgImdlY,Clint Smith
vVY8L56oxSM,Svein Harald Holmen
0zbHnOcGbrw,Dr. Bob Deutsch
F17SKiAZOxg,Christoph Adami
mlrB6npbwVQ,Dale Dougherty
4xnVNvd8lBg,Bill Svoboda
UROCz70tlMY,Chip Conley
GSf6nijSSdA,Ashley Judd
VwRlHLBweoI,Kate Forrest
mxmT10Hk8IM,Siouxsie Downs & Conrad Farnsworth
5cQoGNEcc5Q,Jean Smith
fscaRh2OtXk,Sharon Terry
nU5gOr1cSxU,Zeina Saab
aIcwIH1vZ9w,Nina Simon
C14bXC7zi84,Sheldon Casavant
XebNxUE3ugA,Marianna Budnikova
vIS902jj8pA,Ryan Ford
AhUhpfKeLus,Anthony D. Romero
Ad57MQZhLDY,Slam Nuba
40ieXxoJwZw,Austris Mailitis
2ZviHInGBJQ,Ione Wells
ULNPLFrTirQ,Manu Prakash
SS8TSf2srSw,Zainab Salbi
5Walt8nPINM,Evan Briggs
zUS5GcqzHNM,Sofia Jawed-Wessel
txJGm6zhiBA,Megan Shinnick
KSzkPSW4Hik,Roei Sadan
J6ZzmqDMhi0,Andrew Fitzgerald
UxLRv0FEndM,Sophie Scott
xT8UwfwkCaY,Erin Guerricabeitia
nZSVjUKAsao,Pattie Maes
VASXSkawBiY,Steven Adler
TT6qWghHkFI,Gabrielle Bernstein
uhRhtFFhNzQ,David Chalmers
p0p45l9NMto,Robert Davis
hiM48jSNZOU,Roxanne Pomerantz
UrqRudIUPWs,Kavita Shukla
l141Mauo74A,Brit Fitzpatrick
vW99KFDSBk8,Romulus Whitaker
OAEodzGMavY,Robert Castellino
wzvlw9O3IbQ,Sarah Olson
LsESSyMnwmU,Christopher Gaze
xAXUqSQc8DI,Jon Bowers
nw6u3fk88pY,Tony DeRamus
I9telSZCswM,Sukanya Chakrabarti
vGX3FASrQq4,Mei Lin Neo
jn0Ygp7pMbA,Sandra Aamodt
PJy8vTu66tE,Larry Lessig
4SSn83lCbTg,Heidi Ganahl
s7R5Ty1XfqE,David Wolfe
QHIocNOHd7A,Craig Venter
A7ktYbVwr90,David Roberts
VlC93dig40E,Leif Norman
rAA8mMQi0is,Alwar Balasubramaniam
S9u71TB0VkA,Shannon N Smith
uRxwQsrI560,Natalia Antelava
yyW9W3e9VD0,Andrew Svehaug
arj7oStGLkU,Tim Urban
xLuMcYn8Yk0,Laura Kate Whitney
sWN13pKVp9s,Lieutenant General Mark Hertling
BwOd20Mv0hM,Anil Ananthaswamy
C0nM8l9qeGY,Jessica Posner
K2BES6FUAO4,Harrison Jones
MPMr5jPwA7I,Gary Warner
EKy19WzkPxE,Dr Joan Rosenberg
Fkd9TWUtFm0,Thomas Suarez
QlyorcJ28UA,Rachel Pike
hvStFIuhD8E,Benjamin Grant
d1D2SGSBhlA,Arbutus Cunningham
ppZ2WIlRvR8,Joseph Ravenell
A47JaOMDH4c,Dee Williams
ka8L1YMR88U,Kathryn Schulz
USnf5kbsMlg,Ilona Stengel
fm9SH6NucHk,Heather Blanchard
03h0dNZoxr8,Peter Saul
gaY4m00wXpw,Rangan Chatterjee
pimgaSjgwWQ,Noam Ottolenghi
6a6vVIdQBd0,Dr. Conor Quinn
JSI2eScPkEw,AJ Jacobs
A60UTjiEp4c,Myrna Nabhan
4lzs5wpLkeA,Tim Noakes
XDBWEKBq0Sw,Paul Pholeros
7npLVcymHGc,Adam Radly
7icexlbjQnE,Erica Stone
k7sKMj85hDw,Graham Hill
vqPAdUeU6mQ,Xiao Xiao Xu
Rs5CDLgjSsI,Dale Sherrard
WbuIl6phdco,John Wilbanks
1QX7aoxSTAQ,Alberto Cairo
Zwwanld4T1w,Mona Chalabi
fIw07IX6rG8,Linda K. Johnson
Y350oOiunf4,Sean Carroll
FD6CqD1kV8s,Jody Williams
DjeIpjhAqsM,James Balog
FiZqn6fVS4Y,Louie Schwartzberg
rGgoCm1hofM,Charles Eugster
y8qc8Aa3weE,Dr. Brenda Fitzgerald
rpTHOWj1Rag,Mario Chamorro
speKlXgUTX8,Uldis Leiterts
3E7hkPZSHTk,Dr. Cal Newport
F73O3Sim0Wo,Michelle Obama
VuQg8ZNUM6Y,Anna Voelker
LBvHI1awWaI,Bill Eckstrom
TUxwiVFgghE,Stewart Brand
ScGSlv9dCeY,Alice Miller
FMD2cMjrMDM,August de Vocht
d0LQCXCiW8g,Eli Beer
H2vN2QXZGnc,Clio Cresswell
f6CILJA110Y,Elyn Saks
FFG2rilqT2g,Marc Abrahams
TOSSkVIkY6A,Laura Galante
y2yka9lyvMA,Billie Jean King
av3SCLBU7sI,Nicole Martineau
9i7cGZadEV4,Katarina Gospic
dQJVSnd56n0,Brandon Lowery
VRhjc3dJtOo,Rachel Kann
NqOjj1FCcVY,Eric Liu
1G8dQQrlbbA,Sean Ward
fJ36gCwKVec,Amna Khalid
zIwLWfaAgS8,Elon Musk
7c5t6FkvUG0,Lisa Miller
tIINqNUediU,John Campo
5EORxJsoUJQ,Bianca Villani
eh3cdTlh7VM,Cathy Gasiorowicz
JCJ9BMSmqAY,Sanae Ichihara
g1bOpgoOI3g,Lauri Neuvonen
hm0bZETWIkg,Caroline McGraw
S3SnIMZ43EQ,Chris Palmer
B5MkpzMAOZM,A.J. Jacobs
kvpUiBqHoVM,Chris Lintott
5Gtw7hgyLzI,Rob Mies
S9PEogIrHSk,Linda Laatikainen
weWl6PqAdHY,Cheyenne Cochrane
Nhx1SyXMwCg,Charmian Gooch
SeEsTtedvBk,Thomas Pesquet
rptMkkcM9Sk,Benjamin Firmenich
eMdh57x1UBQ,James Chapman
Eeas8QU5TzA,Natalie McKirdy
FdXUSZg9pcM,Lars Krutak
UcnYqyQyHd8,Charles Fleischer insists
rMeIzXvYaYI,Charlie Hargroves
Gg5M3JSFHXY,Mileha Soneji
pj2YxCAnqx0,Karen McCrocklin
2TDLN61HKKc,Melissa Fleming & Alexis Pantazis
PS2h8hSFphs,Dawn Shaw
ziGD7vQOwl8,Malcolm Gladwell
oX1C3Jn05OE,Daniel Heifetz
HSercnrqeN4,Jane Fonda & Lily Tomlin
NRLjrZD6kqQ,Yarden Zilber
UGSXS7g63rY,Joy Buolamwini
hh2Z2hSgFIY,Torkel Klingberg
nQcgD5DpVlQ,David Page
b6uOb1fm5bg,Ardhendu Pathak
n1jA0BKOLSY,Pascal Khoo Thwe
TgRy2KmcPhw,Young Poets Elissa Taylor & David Bower
OYfoGTIG7pY,Helen Fisher
1EIQ6nSSXxk,Alinafe Botha
f8U2GwInI9o,Lisa De Bode
ue4L8kmaKXQ,MeLisa McManus & Tina Brosius
1bnzVjOJ6NM,Noel Bairey Merz
SqCWAsd2GP8,David Kwong
T9vLHFza8Uc,Ernst-Jan Pfauth
wgeh4xhSA2Q,Donald Davis
sUf1ajkIAhY,Frank Miedema
hqQSTqVNnOY,Alistair Dove
WtLMST8TyeY,Bryana DiFonzo & Bishnu Prasad Adhikari
tvos4nORfSY,Clay Christensen
asSNPOU5U3c,Laurent Cognet
HUM2rCIUdeI,Kevin Bales
yDYCf4ONh5M,Kevin Kelly
HaHeAdJNa70,Nathan Wolfe
6vLrreR6YOE,RuairÃ­ McKiernan
piCQ3StcRUQ,Alan Smith
FuahzV12mi0,Karissa Sanbonmatsu
5AN5fPFtV0U,Ice T
iclWthSVvBs,Stuart Duncan
nTFEUsudhfs,Salman Khan
ZdDjexbxVzM,Allan Adams
iBzfQKWNsVE,Elena Baranova
1O2l1dcSohA,Steve Omohundro
rN7VcY1fS1Q,Nalini Nadkarni
IMTcuU0KLSw,Amanda Feldman
7wJTgUCxnKA,Dr. Liraz Lasry
jFG7jqJXbno,Dr. Axel Zein
kKeUISJko3o,Keith McGreggor
gDS1Eh6rqf8,Dewitt Jones
KfK3eKSkOQA,Anna Verhulst
gto6w0a13B0,Eva DeVirgilis
nXOSQeZNjJo,Tatiana Oliveira Simonian
tbSWdVA4Sbo,Iyad Rahwan
JaQNy0Ef4YY,Asher Yaron
KnFZpoplGQo,Ashley Wilson
2KSP7HvSZwg,Charles Robertson
4sZdcB6bjI8,Emilie Wapnick
xqahH6DLtbo,Henry Feingold
xP3SW546HYs,Erik Schlangen
CsECS5qsGLs,Tony Wyss-Coray
GRcvxDVDLCw,David Pincus
BUhksjVTbEk,Rev. Dr. Katharine Henderson
3A1LvXRnpVg,JP Rangaswami
lU1ISu1LOv4,MÄrcis AuziÅ†Å¡
lcSL2yN39JM,Stephen Ritz
7SfRgg9botI,Anthony Atala
YeXcNpVkezI,Danielle Bilot
Cj04JUBXe2E,Daniel Kraft
ASGOoVmBz0E,Titus Hjelm
WJo98LfIfEA,Deeyah Khan
cAsEeYSQE1U,Aaron Koblin
9uuhxGhD9bo,Pauline van Dongen
luiz913mWM8,Esme Patterson
WFCvkkDSfIU,Drew Berry
6ra1MIKlYB0,Jarrett J. Krosoczka
kiDfwUQySEs,Umaima Mendro
bH4zvHvregg,Niqolas Ruud
7zT7iKmfrCU,Tom Shannon
QVSqg1CRvl0,Guy Pross
jJXMvOqS5bM,Peter Weinstock
0jmST6bSUoc,Mehmet Sencer KaradayÄ±
z8UevNKDFKU,Shana Rappaport
wgKmdbTmbDk,Kevin McMahon
HR9956gDpUY,Ashton Cofer
ZzSVEj5RLWM,Edda Hamar
wSHYZv6HzAs,Dr. Ivan Joseph
N6wjC0sxD2o,Jinsop Lee
bS6SiVz1R0o,Michael Shermer
itLUXZnLRn8,Christian Benimana
DGvPfD1Dd1U,Vittorio Loreto
R7vmHGAshi8,Tomislav Perko
TRE4Sll42lE,Sabrina Jalees
nOHbn8Q1fBM,Paul Knoepfler
bscKRPkR328,Tony Talbott
PXBjQ7bc6PY,Damien Mander
UbVZ7rmDYrc,Elyse Cherry
LPrS7Skx9Y0,Mac Barnett
j3BKOnw9mD8,Nancy Margried
Ysxz5Ug70G0,Julia Sweeney
wjXClLxcFTQ,Jordan Reeves
0bop3D7SdDM,Anna Lappe
GjINFuwLGvQ,Alyson  McGregor
gSONUFFt2qM,Kayla BriÃ«t
5ldhLuX4vSM,Michelle Tanmizi
zG21nyJNBSA,Sanjay Pradhan
IRxgDMSp9Gs,David Agus
JFQLvbVJVMg,Susan Colantuono
LUO3jqMlWkE,Sriharshita Harshu Musunuri
9EVEmZ2cSes,Andrew Solomon
4ZgwzSm7sRs,Genevieve Von Petzinger
iSmdpCvfMg8,Peter Ulrich
PENkzh0tWJs,Tracey Spicer
bp9KBrH8H04,Sebastian Thrun
XBJQENjZJaA,Sendhil Mullainathan
9XFeW9dgyIs,Jackie Savitz
9sTEHbKTh9I,Jordi Marti
3rbVQNTzCh8,Chris Sauve
O2OQxHNVLNY,Dennis Hong
iE9HMudybyc,Nilofer Merchant
MLyguFQR5N4,Ruth Page
Jp9b2Hf7QWg,Amy Scott
Ztgadh2C3So,Jane Wong
odyakQwtWwo,Geremy Farrell
dOt4NkcmIUg,Angela Wang
cPL2FE7ZPTg,Petra Kolber
3ls2SgSAyvk,Ben Smithwell
XqsmITK1VO8,Julie Bertrand
whjLZogf9e0,George Whitesides
JDDGhGiaAZU,Jeroen van Baar
VCRcGKpjWtU,Stephen Murtagh
CGksAjzI0go,Geoff Mulgan
Plv4qGDjCOA,Miguel Luengo Oroz
1K5SycZjGhI,Derek Sivers
zSqYtUeKUl4,Richard Alley
jYtiSOCNATg,PÃ¥l Brekke
oiVSHkItqxo,Lena Hercberga
MpYrJs0rX84,Ludwick Marishane
LZXUR4z2P9w,Michael Shellenberger
73rUjrow5pI,Keller Rinaudo
2BVSEnJte84,Naomi McDougall Jones
PCWIGN3181U,Sue Austin
LWQfeSSfNbs,Lissa RankinMD
LsSh5ZUfnz4,Tony Budden
WNj1Y11tSx8,Dr. Vyga Kaufmann
FqrLUtIFVjs,Caleb Barlow
IkJSZGQaeak,Jesse Vaughan
EluxCgnQVzg,Raf Manji
i2a8pDbCabg,Deepak Jagdish & Daniel Smilkov
q1sk47FLAmg,Chris Gerdes
SLyoVkOl24E,Jurgis Didziulis
G5pvUaMgfC8,Mark Pampanin
5EH1dS2aQVg,Sinu Joseph
DG7kSeazMQ4,Carina Schmid
SxPeQda00Co,Tiffany Southerland
5ifMRNag2XU,Isabel Allende
RiM5aSvaNkg,Andrew Solomon
hZ6uYagzwVE,Herb Snitzer
GggL8lStP9I,Laura Merage
lbnVu3AtS0o,Joy Buolamwini
by3NnWvSCj8,Nasrin Hafezparast
Ip2SQa50uBI,Alex Tabarrok
MOptnpjKJOM,Dave Gallo
gXvblfSgwg4,Melissa Arredondo
JlbwchclCBo,Lux Narayan
zhKoy2QPThE,Christan Rainey
IDSSieLCmS4,Barry Schwartz
Ufs8cKyzLvg,Ken Brown
Sbm98rrVZzE,David Titley
ZmSF9gVz9pg,Rose George
PrK0CifulU0,Noah Feldman
oYpS4qQNmSs,Jandel Allen-Davis
bCGlWQnzDVE,Thomas Goetz
MbdxeFcQtaU,Jay Smooth
EjSuaeVfE9I,Eddie Obeng
YhCkjRXgnDw,Herbert Reininger
kGZvNbfrNag,Barbara Jennings
LTnI7cmpDZI,Gaur Gopal Das
A71OktxTPac,Austeja Landsbergiene
MAQihRikgZM,Brian Walsh
8nbeD1mwCdo,Kristin Poinar
cSrWtqConY8,Alan Eustace
RKK7wGAYP6k,Lera Boroditsky
t1owaS144N4,Susan Russell
FjnGdiqk96Y,Kara Pecknold
FLbEKpLS5Z0,Brian Epstein
3icoSeGqQtY,Jo Boaler
cRrgDS4SD8s,Pernille Tranberg
0SUTgoPUTLQ,John Hunter
S4rBC2lRmY0,Ravin Agrawal
s32OdFz9ttk,Emily Simoness
8KkKuTCFvzI,Robert Waldinger
MO0LSLY2hRA,Sanford Biggers
ATISgVUKetI,Clementine Ford
L6PW0Nw35X0,Hikmat Mursalzade
UfM7tSoqNDw,Stefan Wolff
7hQ0rgVfsP8,Daria van den Bercken
Jc2F3SnawnI,Inge Missmahl
2R3Njv0LjjM,Lesley Hazleton
BSxI3YxAPW4,Lotfi Merabet
dnMeyvtJpsk,Sheryl Noethe
PbgB2TaYhio,Karen Lloyd
XZiNVGA78kA,Heather Lanier
R9g3QSqvtss,Itay Talgam
goSQOzc79Uc,Jamie Oliver
OKIyDMaxh4w,Caitlin Doughty
Xmvpx1kIEBQ,Cristel Carrisi
yMWlkJAqKYU,Patience Mthunzi
SwT0YLKbwoU,Signe BjÃ¸rg Jensen
HtSRNn0kSSw,Raya Siddiqi
d6eMdixkoRI,John Beacom
vLEUSsEeiSU,Ritesh Agarwal
kZt3DNCcEtA,Deepak Chopra
URSuWwvpn5c,Yasheng Huang
gvGSfRhlvlw,Audrey Cross
ZpT0cw9bmiw,Matt Goldman
CfmNXPMjChs,Easton LaChappelle
ddek3gQVt9Y,Adam Smiley Poswolsky
6LmPq7DSds0,Samantha Nutt
TGZMSmcuiXM,Sebastian Junger
jPf0LjZAS14,Courtney Martin
Dceyy0cX6J4,James Veitch
tjkrKA1cVdU,Ari Wallach
jxMvDpIeu9U,Asher Hasan
jVcaTtJmRNs,Maya Penn
tYclUdcsdeo,Peter Norvig
AMVgX8cXsHA,Rabbi Lord Jonathan Sacks
K926HAKRFvw,Auke Ijspeert
RjyxIsE3V2g,Prof. Dr. Ulrich Reinhardt
J45cWdDEbm0,Fiona Terry
Yx2rjq1gSWA,Max Finzel
EV3OmxrowWE,Howard C. Stevenson
FTUpFYo0rMI,Dan Pacholke
4ShLkgv6LSk,Ernest Jenavs
66koScWSHBU,Rajiv Maheswaran
3TXSNu5wTS8,Al Switzler
nPdUMWGWE28,Kerry McCarthy
F2SIP2nSEoc,Donna Kennedy Glans
GvGAIGbnX7E,Steven Schwaitzberg
1k89OTpDvIU,Fawn Qiu
uDIyxxayNig,David Rock
jhm5OaXJVMQ,Heather Artinian
W3SRjJtd6Eo,Lesa Bradshaw
VJoQj00RZHg,Gill Hicks
cj5LZBmiQu4,TJ Dawe
UY2tyuSOcyo,Ronald Sullivan
4sg9TlsMRVA,Kerry Magro
wPFA8n7goio,Tom Wujec
9E3a0HSXcSg,Marc Koska
SKx2lfobPuU,Babycakes Romero
sBaiRpIpPKQ,Doug Lansky
FmpIMt95ndU,Stanley McChrystal
PxQcnxSbivQ,Shimon Steinberg
YwSGTipx3As,Mariano Torrente
lO1P6lCNnyo,JoAnn Myers
3nsoNSLS8RQ,Michael Sandel
TFbv757kup4,Amy Morin
Oj8eFu72Sfc,Dilip Ratha
PY9DcIMGxMs,Johann Hari
8iQnrM3DkVI,Evelina Ozola
U9BzgnX3z6Q,Charlotte Enns
jM9Q3xP2iBo,Veerle Provoost
Sddb0Khx0yA,Donald Sadoway
mi9B40hZYAo,Judith Eurlings
k6qTwqiHnAM,Amos Winter
YLG871tKZUM,Chris Johnson
SsqlpgMKjyU,Robin Chase
THJUvXkqmBk,Samantha Dawson
46wWjKTn4Ac,Erik Gomez
s0YjL9rZyR0,Eric X. Li
hS3dLASh3Yc,Brett Trapp
jobYTQTgeUE,Philip Fernbach
VYU25aJpg5o,Rodrigo Canales
Chfoo9NBEow,George Smoot
sBsuIAscshE,Magdalena Bak-Maier
V7zMFJbBsD0,Bryan Winters
